patent_id,keyword
US296507563,game chance
US296507563,display
US296507563,chance
US344956700,cycle instruction performance
US344956700,instruction performance analysis
US344956700,instruction performance
US344956700,review cycle instruction
US344956700,cycle instruction
US389034170,creating video record
US389034170,methods creating video
US389034170,video record
US389034170,creating video
US389034170,apparatus methods creating
US393710271,game chance display
US393710271,chance display
US393710271,game chance
US393710271,display
US393710271,chance
US41901687,monitoring improving academic
US41901687,monitoring improving
US41901687,training business performance
US41901687,improving academic training
US41901687,academic training business
US97632701,sponsored unsponsored content
US97632701,combined sponsored unsponsored
US97632701,sponsored unsponsored
US97632701,unsponsored content group
US97632701,combined sponsored
US131963848,sponsored social network
US131963848,providing sponsored social
US131963848,social network content
US131963848,sponsored social
US131963848,providing sponsored
WO2007081852,monitoring improving academic
WO2007081852,monitoring improving
WO2007081852,training business performance
WO2007081852,improving academic training
WO2007081852,academic training business
IN211798874,systems live advertisement
IN211798874,live advertisement
IN211798874,advertisement
IN211798874,systems live
IN211798874,methods systems live
US241251215,systems live advertisement
US241251215,live advertisement
US241251215,advertisement
US241251215,systems live
US241251215,methods systems live
WO2017168441,systems live advertisement
WO2017168441,live advertisement
WO2017168441,advertisement
WO2017168441,systems live
WO2017168441,methods systems live
CN446865681,一种基于里德堡原子的同时多波段超外差接收机
US95545820,fungible goods services
US95545820,semi fungible goods
US95545820,exchanging semi fungible
US95545820,fungible goods
US95545820,goods services
US433569578,explanations machine learning
US433569578,global explanations machine
US433569578,model predictions input
US433569578,learning model predictions
US433569578,global explanations
CN446865017,一种随频率自适应变化的最大导通时间控制电路
US321527725,tool predicting health
US321527725,predicting health drug
US321527725,drug abuse crisis
US321527725,health drug abuse
US321527725,predicting health
CN437813324,一种钣金件折弯定位装置
US107200047,based content recommender
US107200047,nlp based content
US107200047,content recommender
US107200047,nlp based
US107200047,nlp
US42859494,based content recommender
US42859494,nlp based content
US42859494,content recommender
US42859494,nlp based
US42859494,nlp
US192187692,based content recommender
US192187692,nlp based content
US192187692,content recommender
US192187692,nlp based
US192187692,nlp
US132690133,healthcare record genetic
US132690133,providing healthcare information
US132690133,electronic healthcare record
US132690133,record genetic information
US132690133,healthcare information
IN374030953,smart learning platform
IN374030953,smart learning
IN374030953,use internet things
IN374030953,learning platform
IN374030953,internet things
IN242390590,board protection biometric
IN242390590,apparatus writing board
IN242390590,writing board protection
IN242390590,protection biometric
IN242390590,protection biometric based
US174241254,powering intelligent lighting
US174241254,intelligent lighting networks
US174241254,lighting networks
US174241254,intelligent lighting
US174241254,apparatus powering intelligent
US145062644,personalized financial education
US145062644,method personalized financial
US145062644,personalized financial
US145062644,financial education
US145062644,financial
US40940681,personal pelvic viewer
US40940681,pelvic viewer
US40940681,personal pelvic
US40940681,pelvic
US40940681,viewer
US73402422,dynamically monitoring
US73402422,monitoring
US73402422,dynamically monitoring recording
US73402422,monitoring recording
US73402422,method dynamically monitoring
IN211716719,information social education
IN211716719,sharing information social
IN211716719,presenting sharing information
IN211716719,social education
IN211716719,method presenting sharing
US42478105,user thinking documenting
US42478105,thinking documenting
US42478105,development user thinking
US42478105,customize facilitation development
US42478105,method customize facilitation
US43089146,development user thinking
US43089146,customize facilitation development
US43089146,method customize facilitation
US43089146,facilitation development user
US43089146,user thinking arbitrary
WO2009025681,facilitation development documentation
WO2009025681,documentation user thinking
WO2009025681,customize facilitation development
WO2009025681,development documentation user
WO2009025681,customize facilitation
US73317289,entities received selection
US73317289,comparison physical entities
US73317289,received selection associated
US73317289,selection associated social
US73317289,associated social network
US449217558,question answering user
US449217558,answering user context
US449217558,question answering
US449217558,answering user
US449217558,user context
CN437813706,一种除味环保吊顶板结构
US40510644,information communication method
US40510644,information communication
US40510644,relation fostering computer
US40510644,communication method supporting
US40510644,supporting information exchange
CN446869023,一种长条形液晶显示屏
US403485887,social equity renewable
US403485887,renewable energy credit
US403485887,equity renewable energy
US403485887,energy credit datastructures
US403485887,equity renewable
WO2022084792,response using videobot
WO2022084792,using videobot
WO2022084792,providing video response
WO2022084792,video response using
WO2022084792,videobot
GB425314226,relational terrain social
GB425314226,terrain social worlds
GB425314226,providing relational terrain
GB425314226,relational terrain
GB425314226,social worlds
US123304249,nextdoor neighborhood social
US123304249,neighborhood social network
US123304249,nextdoor neighborhood
US123304249,social network method
US123304249,neighborhood social
US371839159,treatment complement inhibitors
US371839159,complement inhibitors
US371839159,disease treatment complement
US371839159,treatment complement
US371839159,inflammatory disease treatment
CA343710088,treatment complement inhibitors
CA343710088,complement inhibitors
CA343710088,disease treatment complement
CA343710088,treatment complement
CA343710088,inflammatory disease treatment
